time,altitude,latitude,longitude,chlorophyll
UTC,m,degrees_north,degrees_east,mg m-3
2022-05-16T12:00:00Z,0.0,48.175,-122.82499999999999,1.9369156
2022-05-16T12:00:00Z,0.0,48.175,-122.80000000000001,2.9110801
2022-05-16T12:00:00Z,0.0,48.175,-122.775,4.158355
2022-05-16T12:00:00Z,0.0,48.175,-122.75,14.081963
2022-05-16T12:00:00Z,0.0,48.175,-122.725,26.865337
2022-05-16T12:00:00Z,0.0,48.175,-122.69999999999999,28.417671
2022-05-16T12:00:00Z,0.0,48.2,-123.30000000000001,0.9589417
2022-05-16T12:00:00Z,0.0,48.2,-123.275,0.8812419
2022-05-16T12:00:00Z,0.0,48.2,-123.25,6.238657
2022-05-16T12:00:00Z,0.0,48.2,-123.225,0.95058477
2022-05-16T12:00:00Z,0.0,48.2,-123.19999999999999,1.095296
2022-05-16T12:00:00Z,0.0,48.2,-123.17500000000001,1.0002377
2022-05-16T12:00:00Z,0.0,48.2,-123.15,1.6573682
2022-05-16T12:00:00Z,0.0,48.2,-123.125,1.0630004
2022-05-16T12:00:00Z,0.0,48.2,-123.1,1.2250491
2022-05-16T12:00:00Z,0.0,48.2,-123.07499999999999,0.96570253
2022-05-16T12:00:00Z,0.0,48.2,-123.05000000000001,1.1098812
2022-05-16T12:00:00Z,0.0,48.2,-123.025,1.3473314
2022-05-16T12:00:00Z,0.0,48.2,-123.0,1.5473654
2022-05-16T12:00:00Z,0.0,48.2,-122.975,2.3049073
2022-05-16T12:00:00Z,0.0,48.2,-122.94999999999999,2.107446
2022-05-16T12:00:00Z,0.0,48.2,-122.92500000000001,1.9531437
2022-05-16T12:00:00Z,0.0,48.2,-122.9,2.0831916
2022-05-16T12:00:00Z,0.0,48.2,-122.875,2.0632098
2022-05-16T12:00:00Z,0.0,48.2,-122.85,2.2178025
2022-05-16T12:00:00Z,0.0,48.2,-122.82499999999999,2.3421338
2022-05-16T12:00:00Z,0.0,48.2,-122.80000000000001,2.631037
2022-05-16T12:00:00Z,0.0,48.2,-122.775,25.134258
2022-05-16T12:00:00Z,0.0,48.2,-122.75,30.729427
2022-05-16T12:00:00Z,0.0,48.2,-122.725,NaN
2022-05-16T12:00:00Z,0.0,48.2,-122.69999999999999,NaN
2022-05-16T12:00:00Z,0.0,48.225,-123.30000000000001,1.0441035
2022-05-16T12:00:00Z,0.0,48.225,-123.275,1.0274545
2022-05-16T12:00:00Z,0.0,48.225,-123.25,0.86429983
2022-05-16T12:00:00Z,0.0,48.225,-123.225,0.9346383
2022-05-16T12:00:00Z,0.0,48.225,-123.19999999999999,1.0016356
2022-05-16T12:00:00Z,0.0,48.225,-123.17500000000001,0.9883291
2022-05-16T12:00:00Z,0.0,48.225,-123.15,0.91315293
2022-05-16T12:00:00Z,0.0,48.225,-123.125,1.1206418
2022-05-16T12:00:00Z,0.0,48.225,-123.1,1.2913916
2022-05-16T12:00:00Z,0.0,48.225,-123.07499999999999,1.2085466
2022-05-16T12:00:00Z,0.0,48.225,-123.05000000000001,1.1869019
2022-05-16T12:00:00Z,0.0,48.225,-123.025,1.5542002
2022-05-16T12:00:00Z,0.0,48.225,-123.0,1.1659124
2022-05-16T12:00:00Z,0.0,48.225,-122.975,1.6419876
2022-05-16T12:00:00Z,0.0,48.225,-122.94999999999999,2.1711667
2022-05-16T12:00:00Z,0.0,48.225,-122.92500000000001,2.1035104
2022-05-16T12:00:00Z,0.0,48.225,-122.9,2.3124423
2022-05-16T12:00:00Z,0.0,48.225,-122.875,1.9941429
2022-05-16T12:00:00Z,0.0,48.225,-122.85,2.0811057
2022-05-16T12:00:00Z,0.0,48.225,-122.82499999999999,2.2037852
2022-05-16T12:00:00Z,0.0,48.225,-122.80000000000001,7.782503
2022-05-16T12:00:00Z,0.0,48.225,-122.775,6.775985
2022-05-16T12:00:00Z,0.0,48.225,-122.75,NaN
2022-05-16T12:00:00Z,0.0,48.225,-122.725,12.699788
2022-05-16T12:00:00Z,0.0,48.225,-122.69999999999999,18.978258
2022-05-16T12:00:00Z,0.0,48.25,-123.30000000000001,1.048635
